player_name,position,player_id,partidos,titularidades,rating_prom,rating_max,minutos_total,minutos_prom,goles,asistencias,xG_total,tiros_arco,tiros_fuera,tiros_totales,pase_pct_prom,pases_precisos_total,pases_totales_total,duelos_ganados,duelos_totales,duelos_pct_prom,recuperaciones,dribbles,centros,intercepciones,entradas_total,entradas_ganadas,amarillas,rojas,g_a_per90_prom,passes_per90_prom,recoveries_per90_prom,duelos_aereos_ganados,duelos_aereos_total,duelos_aereos_pct,faltas_cometidas,faltas_recibidas,grandes_ocasiones_falladas,grandes_ocasiones_creadas,palos,despejes,regates_intentados,regates_ganados,toques_malos,fueras_juego,atajadas,contribuciones_gol,position_group,foto_url,team
Kevin Mier,G,876190,5,2,"6,55","6,7","180,0","90,0",0,0,0,0,0,"0,0","69,5","45,0","65,0","0,0","0,0",,"7,0","0,0","0,0","0,0","0,0","0,0",0,0,"0,0","22,5","3,5","0,0","0,0",,"0,0","0,0","0,0","0,0","0,0","2,0","0,0","0,0","0,0","0,0","7,0",0,GK,https://api.sofascore.app/api/v1/player/876190/image,Colombia
Kevin Serna,M,981374,2,1,"6,55","6,7","95,0","47,5",0,0,0,0,0,"0,0","90,9","18,0","20,0","5,0","15,0","33,05","9,0","0,0","2,0","0,0","1,0","1,0",0,0,"0,0","19,75","9,45","2,0","4,0","66,65","1,0","1,0","0,0","0,0","0,0","1,0","4,0","1,0","2,0","1,0","0,0",0,MID,https://api.sofascore.app/api/v1/player/981374/image,Colombia
Cucho Hernández,F,887055,4,2,"6,5","6,6","105,0","52,5",0,0,0,1,0,"2,0","46,45","9,0","19,0","3,0","11,0","18,75","5,0","5,0","1,0","0,0","0,0","0,0",0,0,"0,0","7,5","4,5","3,0","5,0","37,5","5,0","0,0","0,0","1,0","0,0","0,0","0,0","0,0","4,0","0,0","0,0",0,FWD,https://api.sofascore.app/api/v1/player/887055/image,Colombia
Andrés Román,D,870013,4,1,"6,4","6,4","123,0","61,5",0,0,0,1,1,"2,0","87,15","27,0","36,0","5,0","15,0","17,85","1,0","0,0","0,0","0,0","1,0","0,0",0,0,"0,0","14,35","0,5","1,0","1,0","100,0","2,0","2,0","2,0","0,0","1,0","3,0","4,0","1,0","3,0","0,0","0,0",0,DEF,https://api.sofascore.app/api/v1/player/870013/image,Colombia
Rafael Borré,F,560116,6,0,"6,38","6,5","84,0","21,0",0,1,0,0,1,"1,0","83,35","11,0","13,0","2,0","13,0","16,67","2,0","0,0","1,0","1,0","0,0","0,0",0,0,"1,12","11,22","1,88","1,0","6,0","16,65","2,0","1,0","1,0","1,0","0,0","0,0","0,0","0,0","1,0","1,0","0,0",1,FWD,https://api.sofascore.app/api/v1/player/560116/image,Colombia
Daniel Muñoz,M,870360,8,5,"6,32","6,9","432,0","72,0",0,0,0,0,2,"2,0","79,03","152,0","184,0","15,0","32,0","54,8","12,0","43,0","8,0","4,0","6,0","6,0",0,0,"0,0","56,87","2,05","5,0","7,0","70,0","11,0","3,0","0,0","0,0","1,0","10,0","1,0","1,0","8,0","3,0","0,0",0,MID,https://api.sofascore.app/api/v1/player/870360/image,Colombia
Juan Cabal,D,988037,2,1,"5,8","5,8","90,0","90,0",0,0,0,0,0,"0,0","80,5","33,0","41,0","1,0","2,0","50,0","2,0","19,0","0,0","1,0","1,0","0,0",0,0,"0,0","33,0","2,0","0,0","0,0",,"0,0","0,0","0,0","0,0","0,0","1,0","0,0","0,0","0,0","0,0","0,0",0,DEF,https://api.sofascore.app/api/v1/player/988037/image,Colombia
Cristián Borja,D,831038,1,0,,,"0,0",,0,0,0,0,0,"0,0",,"0,0","0,0","0,0","0,0",,"0,0","0,0","0,0","0,0","0,0","0,0",0,0,,,,"0,0","0,0",,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0",0,DEF,https://api.sofascore.app/api/v1/player/831038/image,Colombia
Marino Hinestroza,M,972587,3,0,,,"3,0","3,0",0,0,0,0,0,"0,0","100,0","3,0","3,0","1,0","2,0","50,0","0,0","0,0","0,0","0,0","1,0","1,0",0,0,"0,0","90,0","0,0","0,0","0,0",,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0",0,MID,https://api.sofascore.app/api/v1/player/972587/image,Colombia
Yerson Mosquera,D,1014835,4,0,,,"0,0",,0,0,0,0,0,"0,0",,"0,0","0,0","0,0","0,0",,"0,0","0,0","0,0","0,0","0,0","0,0",0,0,,,,"0,0","0,0",,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0",0,DEF,https://api.sofascore.app/api/v1/player/1014835/image,Colombia
Lionel Messi,F,12994,8,5,"8,34","9,3","512,0","73,14",4,3,0,10,8,"30,0","84,26","329,0","391,0","34,0","69,0","49,29","11,0","35,0","12,0","2,0","1,0","1,0",0,0,"1,01","55,29","2,66","0,0","1,0","0,0","3,0","11,0","3,0","3,0","1,0","0,0","41,0","22,0","14,0","8,0","0,0",7,FWD,https://api.sofascore.app/api/v1/player/12994/image,Argentina
Gerónimo Rulli,G,128383,10,1,"7,6","7,6","90,0","90,0",0,0,0,0,0,"0,0","89,5","17,0","19,0","1,0","1,0","100,0","6,0","0,0","0,0","0,0","0,0","0,0",0,0,"0,0","17,0","6,0","1,0","1,0","100,0","0,0","0,0","0,0","0,0","0,0","3,0","0,0","0,0","0,0","0,0","2,0",0,GK,https://api.sofascore.app/api/v1/player/128383/image,Argentina
Thiago Almada,M,944660,7,7,"7,57","8,1","535,0","76,43",1,3,0,4,3,"7,0","90,33","378,0","418,0","16,0","34,0","40,36","17,0","81,0","10,0","6,0","6,0","5,0",0,0,"0,63","64,34","2,74","0,0","0,0",,"3,0","7,0","1,0","3,0","0,0","2,0","6,0","3,0","7,0","1,0","0,0",4,MID,https://api.sofascore.app/api/v1/player/944660/image,Argentina
Valentín Barco,M,1127057,6,1,"7,45","7,8","81,0","40,5",1,0,0,1,0,"1,0","92,2","73,0","79,0","9,0","14,0","64,25","4,0","39,0","1,0","1,0","3,0","1,0",0,0,"1,25","78,5","4,0","0,0","0,0",,"3,0","6,0","0,0","0,0","0,0","0,0","1,0","0,0","1,0","0,0","0,0",1,MID,https://api.sofascore.app/api/v1/player/1127057/image,Argentina
Lautaro Martínez,F,823984,8,4,"7,45","8,8","346,0","57,67",5,3,0,11,5,"19,0","86,43","99,0","116,0","18,0","39,0","41,8","17,0","10,0","2,0","1,0","3,0","3,0",0,0,"2,97","24,72","3,43","2,0","3,0","75,0","6,0","7,0","5,0","3,0","0,0","2,0","13,0","6,0","2,0","5,0","0,0",8,FWD,https://api.sofascore.app/api/v1/player/823984/image,Argentina
Giovani Lo Celso,M,798835,6,4,"7,4","8,0","279,0","55,8",1,0,0,3,3,"10,0","89,1","210,0","230,0","13,0","26,0","55,9","7,0","22,0","7,0","1,0","8,0","6,0",0,0,"0,2","70,72","2,62","0,0","1,0","0,0","3,0","4,0","0,0","0,0","1,0","1,0","3,0","1,0","6,0","3,0","0,0",1,MID,https://api.sofascore.app/api/v1/player/798835/image,Argentina
Leandro Paredes,M,255389,7,5,"7,4","7,8","343,0","68,6",0,0,0,0,0,"1,0","94,9","397,0","414,0","14,0","19,0","71,42","23,0","28,0","7,0","1,0","8,0","5,0",0,0,"0,0","105,78","5,64","1,0","1,0","100,0","4,0","4,0","0,0","0,0","0,0","7,0","1,0","1,0","0,0","0,0","0,0",0,MID,https://api.sofascore.app/api/v1/player/255389/image,Argentina
Cristian Romero,D,829932,9,7,"7,39","8,1","657,0","82,12",0,0,0,0,1,"1,0","96,55","623,0","645,0","32,0","64,0","46,3","39,0","80,0","0,0","20,0","18,0","10,0",0,0,"0,0","86,04","5,16","7,0","16,0","47,91","16,0","4,0","0,0","0,0","0,0","16,0","3,0","3,0","1,0","1,0","0,0",0,DEF,https://api.sofascore.app/api/v1/player/829932/image,Argentina
Rodrigo De Paul,M,249399,10,6,"7,34","8,6","612,0","61,2",0,0,0,0,2,"4,0","89,16","701,0","774,0","24,0","49,0","47,51","33,0","77,0","11,0","3,0","12,0","7,0",0,0,"0,0","105,79","4,72","1,0","2,0","50,0","5,0","7,0","0,0","2,0","0,0","2,0","10,0","4,0","7,0","1,0","0,0",0,MID,https://api.sofascore.app/api/v1/player/249399/image,Argentina
Nicolás González,M,901325,9,4,"7,3","9,2","464,0","58,0",0,4,0,2,2,"5,0","89,78","185,0","206,0","32,0","49,0","66,26","15,0","12,0","8,0","8,0","9,0","7,0",0,0,"0,98","35,6","3,28","10,0","13,0","80,0","5,0","11,0","2,0","6,0","1,0","7,0","6,0","2,0","7,0","2,0","0,0",4,MID,https://api.sofascore.app/api/v1/player/901325/image,Argentina
Alexis Mac Allister,M,895324,8,5,"7,3","9,2","434,0","62,0",2,1,0,4,3,"7,0","90,26","288,0","319,0","18,0","33,0","42,03","27,0","35,0","1,0","1,0","11,0","7,0",0,0,"0,53","62,63","5,17","2,0","5,0","25,0","4,0","5,0","0,0","1,0","0,0","4,0","3,0","0,0","4,0","0,0","0,0",3,MID,https://api.sofascore.app/api/v1/player/895324/image,Argentina
Gonzalo Montiel,D,822933,4,2,"7,25","7,9","129,0","64,5",1,0,0,1,0,"1,0","89,75","66,0","73,0","3,0","5,0","66,65","2,0","0,0","2,0","1,0","3,0","1,0",0,0,"0,74","46,6","1,4","0,0","1,0","0,0","1,0","0,0","0,0","0,0","0,0","1,0","0,0","0,0","1,0","0,0","0,0",1,DEF,https://api.sofascore.app/api/v1/player/822933/image,Argentina
Aníbal Moreno,M,977677,2,0,"7,2","7,2","45,0","45,0",0,0,0,0,0,"1,0","97,0","64,0","66,0","2,0","3,0","66,7","2,0","0,0","0,0","1,0","1,0","1,0",0,0,"0,0","128,0","4,0","1,0","1,0","100,0","1,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0",0,MID,https://api.sofascore.app/api/v1/player/977677/image,Argentina
Emiliano Martínez,G,158263,8,8,"7,19","7,7","690,0","86,25",0,0,0,0,0,"0,0","92,49","167,0","182,0","2,0","2,0","100,0","42,0","8,0","0,0","0,0","1,0","1,0",0,0,"0,0","21,41","5,44","1,0","1,0","100,0","0,0","0,0","0,0","0,0","0,0","1,0","0,0","0,0","0,0","0,0","18,0",0,GK,https://api.sofascore.app/api/v1/player/158263/image,Argentina
Enzo Fernández,M,974505,5,4,"7,16","7,8","306,0","61,2",1,0,0,3,1,"4,0","93,38","325,0","348,0","11,0","24,0","47,0","10,0","61,0","4,0","2,0","4,0","3,0",0,0,"0,32","93,22","3,04","0,0","1,0","0,0","6,0","6,0","1,0","0,0","0,0","1,0","2,0","1,0","9,0","0,0","0,0",1,MID,https://api.sofascore.app/api/v1/player/974505/image,Argentina
Lisandro Martínez,D,859999,1,1,"7,1","7,1","63,0","63,0",0,0,0,0,1,"1,0","100,0","63,0","63,0","2,0","4,0","50,0","4,0","23,0","0,0","0,0","0,0","0,0",0,0,"0,0","90,0","5,7","2,0","3,0","66,7","1,0","0,0","0,0","0,0","0,0","2,0","0,0","0,0","0,0","0,0","0,0",0,DEF,https://api.sofascore.app/api/v1/player/859999/image,Argentina
Marcos Acuña,D,578560,4,1,"7,1","7,1","69,0","69,0",0,0,0,0,0,"0,0","100,0","44,0","44,0","2,0","4,0","50,0","3,0","10,0","0,0","0,0","2,0","2,0",0,0,"0,0","57,4","3,9","0,0","0,0",,"1,0","0,0","0,0","0,0","0,0","0,0","1,0","0,0","0,0","0,0","0,0",0,DEF,https://api.sofascore.app/api/v1/player/578560/image,Argentina
Julián Alvarez,F,944656,8,6,"7,09","7,6","464,0","66,29",2,1,0,5,0,"7,0","80,79","160,0","194,0","14,0","37,0","46,23","9,0","23,0","7,0","0,0","5,0","2,0",0,0,"0,52","31,04","2,09","2,0","5,0","33,33","7,0","2,0","1,0","3,0","0,0","0,0","12,0","5,0","12,0","1,0","0,0",3,FWD,https://api.sofascore.app/api/v1/player/944656/image,Argentina
Nico Paz,M,1171451,9,3,"7,08","7,8","249,0","41,5",1,0,0,5,1,"10,0","92,1","139,0","152,0","26,0","37,0","71,47","10,0","14,0","2,0","2,0","10,0","5,0",0,0,"0,33","55,43","5,27","0,0","2,0","0,0","2,0","5,0","1,0","0,0","1,0","0,0","16,0","11,0","8,0","0,0","0,0",1,MID,https://api.sofascore.app/api/v1/player/1171451/image,Argentina
Nicolás Otamendi,D,74915,9,6,"7,03","8,0","411,0","68,5",1,0,0,1,3,"4,0","95,9","336,0","351,0","19,0","25,0","76,85","13,0","67,0","0,0","5,0","5,0","3,0",0,0,"0,22","69,13","2,62","12,0","16,0","72,66","2,0","2,0","0,0","0,0","0,0","16,0","0,0","0,0","0,0","0,0","0,0",1,DEF,https://api.sofascore.app/api/v1/player/74915/image,Argentina
Nicolás Tagliafico,D,158243,8,7,"6,96","7,4","504,0","72,0",0,0,0,1,1,"2,0","93,61","280,0","300,0","18,0","31,0","64,04","15,0","14,0","5,0","7,0","7,0","4,0",0,0,"0,0","51,43","2,53","5,0","7,0","80,0","7,0","5,0","0,0","0,0","0,0","6,0","2,0","1,0","4,0","0,0","0,0",0,DEF,https://api.sofascore.app/api/v1/player/158243/image,Argentina
Giuliano Simeone,M,1099352,9,4,"6,96","9,0","397,0","44,11",1,0,0,4,3,"7,0","91,13","146,0","165,0","20,0","46,0","50,61","13,0","21,0","6,0","2,0","11,0","6,0",0,0,"0,12","34,38","4,5","3,0","5,0","66,67","10,0","3,0","4,0","2,0","0,0","0,0","14,0","3,0","7,0","4,0","0,0",1,MID,https://api.sofascore.app/api/v1/player/1099352/image,Argentina
Nahuel Molina,D,831799,8,6,"6,91","7,3","504,0","63,0",0,1,0,0,0,"0,0","92,59","303,0","330,0","9,0","22,0","43,33","24,0","31,0","15,0","6,0","4,0","3,0",0,0,"0,16","54,95","4,16","2,0","3,0","66,67","4,0","1,0","0,0","2,0","0,0","7,0","2,0","2,0","4,0","1,0","0,0",1,DEF,https://api.sofascore.app/api/v1/player/831799/image,Argentina
Marcos Senesi,D,830659,4,2,"6,9","6,9","180,0","90,0",0,0,0,0,1,"1,0","95,75","178,0","186,0","5,0","14,0","41,1","8,0","26,0","0,0","1,0","2,0","1,0",0,0,"0,0","89,0","4,0","1,0","3,0","25,0","3,0","2,0","1,0","0,0","0,0","2,0","1,0","0,0","1,0","0,0","0,0",0,DEF,https://api.sofascore.app/api/v1/player/830659/image,Argentina
Kevin Mac Allister,D,895327,1,0,"6,9","6,9","30,0","30,0",0,0,0,0,0,"0,0","88,2","15,0","17,0","6,0","6,0","100,0","2,0","0,0","0,0","0,0","4,0","1,0",0,0,"0,0","45,0","6,0","1,0","1,0","100,0","0,0","1,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0",0,DEF,https://api.sofascore.app/api/v1/player/895327/image,Argentina
Leonardo Balerdi,D,928236,6,3,"6,88","7,1","272,0","54,4",0,0,0,0,1,"1,0","97,45","221,0","228,0","11,0","18,0","66,68","19,0","0,0","0,0","3,0","2,0","0,0",0,0,"0,0","59,68","4,0","7,0","7,0","100,0","4,0","0,0","1,0","0,0","0,0","11,0","2,0","2,0","0,0","0,0","0,0",0,DEF,https://api.sofascore.app/api/v1/player/928236/image,Argentina
Exequiel Palacios,M,822600,7,2,"6,88","7,3","213,0","42,6",0,1,0,0,0,"0,0","92,82","261,0","273,0","10,0","15,0","79,15","17,0","42,0","1,0","2,0","4,0","3,0",0,0,"1,5","107,46","5,7","2,0","2,0","100,0","1,0","4,0","0,0","0,0","0,0","0,0","1,0","0,0","3,0","0,0","0,0",1,MID,https://api.sofascore.app/api/v1/player/822600/image,Argentina
Facundo Medina,D,860307,3,1,"6,83","7,1","134,0","44,67",0,0,0,0,0,"1,0","89,03","83,0","92,0","6,0","11,0","55,0","5,0","10,0","1,0","0,0","3,0","3,0",0,0,"0,0","64,93","3,07","1,0","1,0","100,0","3,0","2,0","0,0","0,0","0,0","1,0","0,0","0,0","2,0","0,0","0,0",0,DEF,https://api.sofascore.app/api/v1/player/860307/image,Argentina
Ángel Correa,F,316152,2,0,"6,8","6,8","10,0","10,0",0,0,0,0,0,"0,0","75,0","3,0","4,0","2,0","2,0","100,0","1,0","0,0","0,0","0,0","2,0","2,0",0,0,"0,0","27,0","9,0","0,0","0,0",,"0,0","0,0","0,0","0,0","0,0","1,0","0,0","0,0","0,0","0,0","0,0",0,FWD,https://api.sofascore.app/api/v1/player/316152/image,Argentina
Lautaro Rivero,D,1835781,2,0,"6,8","6,8","45,0","45,0",0,0,0,0,0,"0,0","90,9","20,0","22,0","2,0","4,0","50,0","3,0","0,0","0,0","0,0","1,0","1,0",0,0,"0,0","40,0","6,0","1,0","1,0","100,0","1,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0",0,DEF,https://api.sofascore.app/api/v1/player/1835781/image,Argentina
Tomás Aranda,M,2050771,1,0,"6,8","6,8","9,0","9,0",0,0,0,1,0,"1,0","90,9","10,0","11,0","1,0","1,0","100,0","1,0","6,0","1,0","0,0","0,0","0,0",0,0,"0,0","100,0","10,0","0,0","0,0",,"0,0","1,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0",0,MID,https://api.sofascore.app/api/v1/player/2050771/image,Argentina
Juan Foyth,D,873189,4,1,"6,72","7,0","165,0","41,25",0,0,0,0,0,"0,0","84,4","117,0","124,0","2,0","7,0","22,2","7,0","0,0","1,0","5,0","1,0","1,0",0,0,"0,0","56,25","4,47","0,0","0,0",,"3,0","0,0","0,0","0,0","0,0","5,0","1,0","1,0","0,0","0,0","0,0",0,DEF,https://api.sofascore.app/api/v1/player/873189/image,Argentina
Lucas Martínez Quarta,D,795297,2,0,"6,7","6,7","21,0","21,0",0,0,0,0,0,"0,0","95,5","21,0","22,0","0,0","2,0","0,0","0,0","9,0","0,0","0,0","0,0","0,0",0,0,"0,0","90,0","0,0","0,0","1,0","0,0","1,0","0,0","0,0","0,0","0,0","1,0","0,0","0,0","1,0","0,0","0,0",0,DEF,https://api.sofascore.app/api/v1/player/795297/image,Argentina
Joaquin Panichelli,F,1410925,1,0,"6,7","6,7","9,0","9,0",0,0,0,0,1,"1,0",,"0,0","0,0","0,0","0,0",,"0,0","0,0","0,0","0,0","0,0","0,0",0,0,"0,0","0,0","0,0","0,0","0,0",,"0,0","0,0","0,0","0,0","0,0","1,0","0,0","0,0","0,0","0,0","0,0",0,FWD,https://api.sofascore.app/api/v1/player/1410925/image,Argentina
José Manuel López,F,1094179,7,1,"6,65","7,7","113,0","28,25",0,1,0,2,1,"3,0","81,88","21,0","26,0","3,0","9,0","29,18","0,0","5,0","1,0","0,0","1,0","1,0",0,0,"0,37","15,18","0,0","0,0","1,0","0,0","3,0","1,0","0,0","0,0","0,0","1,0","2,0","1,0","4,0","0,0","0,0",1,FWD,https://api.sofascore.app/api/v1/player/1094179/image,Argentina
Agustín Giay,D,1106603,3,1,"6,65","7,1","111,0","55,5",0,0,0,0,0,"0,0","97,15","55,0","58,0","4,0","9,0","44,4","1,0","15,0","2,0","1,0","3,0","2,0",0,0,"0,0","35,7","0,5","0,0","1,0","0,0","3,0","1,0","0,0","0,0","0,0","1,0","1,0","0,0","0,0","0,0","0,0",0,DEF,https://api.sofascore.app/api/v1/player/1106603/image,Argentina
Máximo Perrone,M,1086286,3,0,"6,65","6,7","26,0","13,0",0,0,0,0,0,"0,0","97,5","27,0","28,0","0,0","1,0","0,0","2,0","6,0","0,0","1,0","0,0","0,0",0,0,"0,0","89,45","7,3","0,0","0,0",,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0",0,MID,https://api.sofascore.app/api/v1/player/1086286/image,Argentina
Gianluca Prestianni,M,1201395,2,0,"6,5","6,5","9,0","9,0",0,0,0,0,0,"0,0","100,0","3,0","3,0","0,0","0,0",,"0,0","0,0","0,0","0,0","0,0","0,0",0,0,"0,0","30,0","0,0","0,0","0,0",,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0",0,MID,https://api.sofascore.app/api/v1/player/1201395/image,Argentina
Santiago Beltrán,G,1485255,1,0,"6,5","6,5","9,0","9,0",0,0,0,0,0,"0,0",,"0,0","0,0","0,0","0,0",,"1,0","0,0","0,0","0,0","0,0","0,0",0,0,"0,0","0,0","10,0","0,0","0,0",,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0",0,GK,https://api.sofascore.app/api/v1/player/1485255/image,Argentina
Juan Musso,G,263651,3,1,"6,5","6,5","97,0","48,5",0,0,0,0,0,"0,0","88,45","19,0","22,0","0,0","0,0",,"2,0","6,0","0,0","0,0","0,0","0,0",0,0,"0,0","30,85","1,1","0,0","0,0",,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0",0,GK,https://api.sofascore.app/api/v1/player/263651/image,Argentina
Franco Mastantuono,F,1403559,6,1,"6,5","6,9","147,0","36,75",0,0,0,0,1,"3,0","89,8","79,0","91,0","7,0","20,0","34,97","6,0","5,0","2,0","1,0","1,0","1,0",0,0,"0,0","43,12","4,88","0,0","0,0",,"3,0","2,0","0,0","0,0","0,0","1,0","8,0","4,0","8,0","0,0","0,0",0,FWD,https://api.sofascore.app/api/v1/player/1403559/image,Argentina
Emiliano Buendía,M,783126,2,0,"6,4","6,4","20,0","20,0",0,0,0,0,0,"0,0","100,0","6,0","6,0","0,0","4,0","0,0","1,0","0,0","1,0","0,0","0,0","0,0",0,0,"0,0","27,0","4,5","0,0","0,0",,"1,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0",0,MID,https://api.sofascore.app/api/v1/player/783126/image,Argentina
Joaquín Freitas,F,2173803,1,0,"6,4","6,4","9,0","9,0",0,0,0,0,0,"0,0","100,0","4,0","4,0","0,0","0,0",,"0,0","1,0","1,0","0,0","0,0","0,0",0,0,"0,0","40,0","0,0","0,0","0,0",,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0",0,FWD,https://api.sofascore.app/api/v1/player/2173803/image,Argentina
Nicolás Capaldo,D,973564,1,0,"6,4","6,4","8,0","8,0",0,0,0,0,0,"0,0","100,0","6,0","6,0","0,0","2,0","0,0","1,0","1,0","0,0","0,0","0,0","0,0",0,0,"0,0","67,5","11,2","0,0","0,0",,"2,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","1,0","1,0","0,0",0,DEF,https://api.sofascore.app/api/v1/player/973564/image,Argentina
Gabriel Rojas,D,1387300,1,0,"6,3","6,3","21,0","21,0",0,0,0,0,0,"0,0","94,1","16,0","17,0","1,0","2,0","50,0","1,0","2,0","1,0","1,0","0,0","0,0",0,0,"0,0","68,6","4,3","0,0","0,0",,"1,0","1,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0",0,DEF,https://api.sofascore.app/api/v1/player/1387300/image,Argentina
Facundo Cambeses,G,836159,1,0,"6,3","6,3","14,0","14,0",0,0,0,0,0,"0,0",,"0,0","0,0","0,0","1,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0",0,0,"0,0","0,0","0,0","0,0","0,0",,"0,0","0,0","0,0","0,0","0,0","0,0","1,0","0,0","0,0","0,0","0,0",0,GK,https://api.sofascore.app/api/v1/player/836159/image,Argentina
Alan Varela,M,1066560,1,0,,,"0,0",,0,0,0,0,0,"0,0",,"0,0","0,0","0,0","0,0",,"0,0","0,0","0,0","0,0","0,0","0,0",0,0,,,,"0,0","0,0",,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0",0,MID,https://api.sofascore.app/api/v1/player/1066560/image,Argentina
Demian Talavera,G,2362482,1,0,,,"0,0",,0,0,0,0,0,"0,0",,"0,0","0,0","0,0","0,0",,"0,0","0,0","0,0","0,0","0,0","0,0",0,0,,,,"0,0","0,0",,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0",0,GK,https://api.sofascore.app/api/v1/player/2362482/image,Argentina
Enzo Barrenechea,M,1087316,1,0,,,"0,0",,0,0,0,0,0,"0,0",,"0,0","0,0","0,0","0,0",,"0,0","0,0","0,0","0,0","0,0","0,0",0,0,,,,"0,0","0,0",,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0",0,MID,https://api.sofascore.app/api/v1/player/1087316/image,Argentina
Ignacio Ovando,D,2048634,1,0,,,"0,0",,0,0,0,0,0,"0,0",,"0,0","0,0","0,0","0,0",,"0,0","0,0","0,0","0,0","0,0","0,0",0,0,,,,"0,0","0,0",,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0",0,DEF,https://api.sofascore.app/api/v1/player/2048634/image,Argentina
Kevin Lomónaco,D,1003014,1,0,,,"0,0",,0,0,0,0,0,"0,0",,"0,0","0,0","0,0","0,0",,"0,0","0,0","0,0","0,0","0,0","0,0",0,0,,,,"0,0","0,0",,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0",0,DEF,https://api.sofascore.app/api/v1/player/1003014/image,Argentina
Simon Escobar,D,2199217,1,0,,,"0,0",,0,0,0,0,0,"0,0",,"0,0","0,0","0,0","0,0",,"0,0","0,0","0,0","0,0","0,0","0,0",0,0,,,,"0,0","0,0",,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0",0,DEF,https://api.sofascore.app/api/v1/player/2199217/image,Argentina
Walter Benítez,G,249859,6,0,,,"0,0",,0,0,0,0,0,"0,0",,"0,0","0,0","0,0","0,0",,"0,0","0,0","0,0","0,0","0,0","0,0",0,0,,,,"0,0","0,0",,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0",0,GK,https://api.sofascore.app/api/v1/player/249859/image,Argentina
Lamine Yamal,M,1402912,5,5,"8,22","9,7","350,0","70,0",2,3,0,6,4,"18,0","83,98","132,0","163,0","37,0","60,0","55,96","24,0","28,0","11,0","4,0","11,0","4,0",0,0,"1,12","34,02","5,6","0,0","0,0",,"4,0","6,0","3,0","5,0","1,0","0,0","32,0","20,0","8,0","3,0","0,0",5,MID,https://api.sofascore.app/api/v1/player/1402912/image,España
Mikel Oyarzabal,F,823622,9,8,"7,96","8,9","586,0","73,25",8,6,0,14,5,"23,0","80,24","132,0","161,0","16,0","37,0","40,54","12,0","13,0","0,0","0,0","5,0","3,0",0,0,"2,22","19,55","1,82","2,0","8,0","30,0","8,0","2,0","6,0","8,0","1,0","2,0","9,0","7,0","12,0","1,0","0,0",14,FWD,https://api.sofascore.app/api/v1/player/823622/image,España
Mikel Merino,M,592010,8,7,"7,81","10,0","578,0","72,25",7,0,0,10,6,"25,0","87,64","250,0","285,0","40,0","77,0","51,96","31,0","6,0","2,0","3,0","13,0","8,0",0,0,"0,88","41,72","5,29","9,0","17,0","58,58","15,0","16,0","4,0","4,0","1,0","6,0","2,0","2,0","13,0","0,0","0,0",7,MID,https://api.sofascore.app/api/v1/player/592010/image,España
Pedri,M,992587,7,6,"7,8","9,4","455,0","65,0",3,0,0,6,4,"11,0","91,06","464,0","506,0","13,0","27,0","50,69","24,0","55,0","8,0","3,0","7,0","4,0",0,0,"0,58","90,19","4,96","1,0","1,0","100,0","1,0","4,0","3,0","2,0","1,0","2,0","4,0","1,0","5,0","0,0","0,0",3,MID,https://api.sofascore.app/api/v1/player/992587/image,España
